The music expressed on the previous programs are those of the hosts, guests and collars,
and do not reflect those of the Beasley Brite Test Group. It's staffed advertisers for agency.
The biggest names, the best talent.
You're listening to Sports Radio 560 WQAM.
I'm Mike Miami, 4th grader.
Look, there's an antenna in the light tonight. Let me give you a clue.
The piece, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the
album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album,
the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album, the album
Yes, she said hold on and then someone else gone from I'll be dang
The biggest name
You know this new Rogers
I think
Forth Lee
The best talent. It's the big dog
Jo Rose weekday morning seven at 10 sports radio five six
U.A.M. The sports
And I feel coolest right now Bill and like a unit in a horror house
And your trail was his name and it's earned off his favorite part too
You click the channels for the credit on three runs this was no
In the spring of 19
Like the spring before he had none of the
You heard a rumor lost Angela spell and was a time I remember
But
this
Boat Girls, the brown was a dangerous cow.
A motion lived in our TV.
Had a child out of wedlock.
His blue dance reality.
Now he's wandering.
His bulls are a clown.
Had a hand in breakin' like a commonly down.
Working, earning, now I have to explain.
When did big work become an agent for sight of the same?
Tatt-tatt!
The night that quail watched the earth had brown.
All the foam were living, the night that quail watched the earth had brown.
His water singing, George, you'll go over soon.
For maybe for now that's 60-part two.
Wow, by request from your personal post-buddy, is this go?
Alright, it's a good one.
Since I'll go away, I promise, but I just wanted to wish you and George and Chris a happy holiday.
Shameless request that pit you guys have that's to the tune of the night they grow old, they see down.
Thanks, Pally, I'll go away now.
Good, bye Zisco.
Bye-bye.
Richard says, I know you hate pull building shows, but South Florians are and I...
Oh, I wish you could see the way he spelled us.
Pretentious.
CIOUS.
Pretentious.
Pretentious.
Overly concerned with their money and everybody else's.
That's not the pretentious.
Pretentious like being a poser.
Right.
I mean, it applies, I think we can add that.
Spelled correctly.
Yeah, TIOUS.
Hey Richard, you know, you're going to want to talk about other people when you can't even spell the words that you're putting on here.
Pretentious, my ass, Richard.
Dick.
God.
304 votes on a pull, our goal is 8 million.
If we don't get 8 million, we're all leaving and we're never coming back.
At noon.
Mike says, just wanted to drop you know to say enjoy the time off away from the chronic callers and fake ass e-mailers.
We don't really have enough fake ass e-mailers today.
That would be a big improvement.
It would really help big time, but we just don't...
We had the fake very jackass with that long ponderous thing from the New York Daily News about Stern.
Hope you have a great time.
I would buy and hit it big in the slots too, it says.
Any chance you could play the song?
No.
Can I get it for a nickel?
Can I get it for a quarter?
That's called how much for a *** job?
Yeah, we can't even say the title of it, much less play it.
No way.
Well, are you kidding me, Mike?
Oh, you better watch your Johnson Mike because you're dreaming.
Dreaming.
Any chance you could...
Play it.
No chance.
Look at that phone, man.
That is a door nail.
I was going to go into like a little mini lightning round there, but I don't think so.
You heard the beginning in that first hour when I took those three in a row.
Is there any doubt?
They'll always be there.
Oh, yeah.
Always.
Here's a question and a request.
Has there been a study that included the men who listened to AM radio?
Have soft members.
Every other spot across the dial is for men with problems in the bedroom.
Well, that's all the spam that I get, all of it.
1130 last night, I'm lying there in bed in the blackberry buzzes and I look at it.
Oh, Deborah Johnson wants to help you with your Johnson and they got the softy.
I see I have a Viagra and softy Alice.
Oh, God.
That seems to be the problem all across America.
Is guys with the limp noodles.
Shameless request.
The big turd in the backseat bit.
Keep on trucking you old Zeus is Jason.
Oh, Jason's chronic, but he's all right.
He means well.
Toe art turd, right?
Toe art and play it.
Close it up.
Toe art.
Toe art turd.
Okay.
Is what it's in the DCS under OK.
I say well, you pro yard turd.
That's what you did.
I think we're calling this as T toying.
I may help you.
I just picked up my line of tool cord from your line and that is on huge turd in the back seat.
Are you stirred?
Yes.
And there's one in the back seat?
I'm stirred.
A big ass human turd in the back seat of my car.
I assure you our guys did not take a dump in your car.
If you want to bring that car back and we'll take a look at it.
You want to take a look at it.
My car is fine.
It's that big ass turd in the back seat.
Okay.
What would you like me to do?
I said, okay.
How about I go to your house and pick a loaf on your couch?
How about that?
What would you like me to do to fix the situation?
I want somebody to come over here, get this turd out my back seat.
That's not going to happen.
What do you mean it's not going to happen?
You can bring the car here and we can take a look at it.
I am.
I'm going to bring it back there.
You know what I'm going to do?
I'm going to take a dump in every last car you got there.
I'm going to peel your counter.
I'm going to do it all.
Okay.
To tell you how it feels.
Okay.
And you know what you feel?
I'm a big girl and man.
It probably came out your ass.
Oh, yeah.
I don't make it happen to go on out and take your dump in the car.
I'm going to let you wait.
Uh, about 400 pounds.
That's your turd.
That's my turd.
Yeah.
That came up from a 400 pound man.
That is a 400 pound man.
He's an adult gorilla.
I'm driving his car right to my lawyer's office and I'm going to let the whole world see.
You're going to be on the news this evening, buddy.
I'm going to get seven on my side.
What?
You're going to be on the news.
Can you describe the thesis?
I mean, what does it look like?
You know what it is.
It came out your ass.
What the hell?
You were telling us.
Ask me what color.
I say what?
It smells ungodly.
That's what it smells like.
It smells like you sold your ass to the devil.
You're going to get it from your teeth to a hand.
Well, how long is it?
It's not as long as my arm.
I don't think it's fun.
Why y'all?
This is not fun.
I got a damn two-bar four and my back feet.
You know, I think this is a racial shit too.
That's what it is.
Uh-huh.
Uh-huh.
Look, it's running away from it.
Oh my god.
I'm going to find this funny.
Oh, okay.
You're probably going to share a wheel suit, don't you?
All right, all right.
How long does it look like it's been sitting there?
Steve is coming off of it, okay?
Steve, Steve is coming off of it.
Yeah.
Steve.
Steve is coming off of it?
Yeah, Jim.
It's been a while, yeah.
I am taking this into fresh chairs.
Okay.
What you need to do is you need to bring that chair back.
And we'll match it up.
We have a lineup.
We'll match it up with the other chairs that we have.
Well, what you need to do is learn how to use a toy.
We'll say you're not going to bring the chair back to me.
No.
You know what?
Is this the sample?
No.
I'm starting to like it.
You're going to keep it as a fact?
I'm going to keep it.
Because it's a nice, you know what?
It's a nice conversation, please.
Okay, cool.
Thanks, sir.
All right, thanks, sir.
The biggest name.
The best talent.
You're the new Roger.
Sport Radio 560 QAM.
The fourth leader.
The biggest name.
The best talent.
It's the mad dog.
Hey, a man that's half the news.
Order seven.
Sport Radio 560 QAM.
The sports leader.
It's the best.
It's the young number one.
I'm even me on the east.
It's the bubble east.
It's the blue to the end.
And now a message from Oprah Winfrey.
Oh, hi.
I'm taking a break from telling you how to live your life to enjoy this double.
I'm going to walk with extra cheese.
Oh, this is so good.
Oh, my God, onion rings.
Oh, I'm going to tell Baroque to get onion rings in the wide house.
I would kill for some Dunkin' Donuts and maybe a pizza.
You know, if I keep eating like this,
I'll never fit on the cover of my magazine.
Hey, is that a pork chop?
Oh, boom.
This has been a message from fat Oprah,
who is too busy eating to be a sanctimonyist bitch.
Wow.
11.45.
How about a pretentious bitch?
321 on a pole.
We're going for 400.
Yep.
I think we can do more than that.
But let's start slow because it's a week before a Christmas, man.
And only three days before Tannuca.
Are we going to like the menorah or what?
Cana-hara.
Sure.
All of it.
And we can like doffin in front of the candles.
We can wave our arms by baruchatod.
A noi, mehsmehs.
It's a goisjeveld.
Baba-baba, like that.
All of these things.
That's right.
That was down nine bucks, 9.48.
Nine and a half point.
Fixed no storm coming here tomorrow.
To moin all the way to Detroit.
It's pretty much east to west.
This storm will be a wall of white.
What I mean by that is it's going to start snowing in a hurry.
And when it does, it'll come down fast and furious.
And it'll be a little bit more serious.
Blizzard.
Whiteout.
The walkie were calling 8th to 12.
This is the official weather channel number.
It's Detroit, 6 to 10.
Chicago, 4 to 6.
But the northern suburbs will be in that 6 to 10.
And all this crap about, I'm dreaming of a white Christmas.
What's the big simmiss with that?
I'm not complaining like that one e-mail just now.
Quit your complaining, yodd.
I'm not complaining.
I'm here by choice.
Weather is whatever it is.
But this crap about dreaming of a white Christmas.
Who invented that?
Did Sandy Claus order that so the sleigh could kind of like a land in the snow?
Yeah, there you go.
That's all that song.
I'm dreaming of a white.
I'd rather have a green Christmas myself.
No snow, no frigid temperatures.
Wouldn't that be wonderful?
Yeah.
Wouldn't it be nice?
We're good.
Remember that song by the beach boys?
Wouldn't it be nice?
You like it?
I do.
E2.
312 hours from pet sounds.
Not to be confused with the pet shop girls.
There we go.
It's a little bit nice.
That was the vocal's only version.
It was the what?
I have the vocals only version.
Oh, I see.
Wouldn't it be nice if we all would have the wind storm?
Poor Brian.
Poor misunderstood Brian.
I don't think he was misunderstood.
He was just a nut job.
That's all.
Too much time sleeping with a teddy bear.
And too much dysfunctional family.
Daddy was a real bastard.
I don't know what his name was.
Is he dead?
I don't know.
The Wilson brothers daddy.
He ought to be.
Imagine.
He was no daddy like Jan and Dean's daddy.
They came out to that end of that concert and started singing and juking and jiving.
And acting like a couple of real clowns.
Like, oh, look at us.
Where the daddy is, Jan and Dean.
Well, big deal.
Jan, very by the way, is still dead.
You wouldn't have driven that damn vet like a lunatic.
How about James Dean?
There's another one.
Drove too fast.
All your kids out there, all your little kids.
When you steal Mama Dad's car in the middle of the night, don't drive it too fast.
So I had an update on something.
Yes.
Today is Mr. Maldon's last day.
Oh, my God.
That is tragic.
We wish all the best.
And I'm sure you'll find a lot of people who are going to be able to do this.
I'm sure you'll find a lot of people who are going to be able to do this.
I'm sure you'll find a lot of people who are going to be able to do this.
I'm sure you'll find a lot of people who are going to be able to do this.
I'm sure you'll find a lot of people who are going to be able to do this.
I'm sure you'll find a lot of people who are going to be able to do this.
I'm sure you'll find a lot of people who are going to be able to do this.
I'm sure you'll find a lot of people who are going to be able to do this.
I'm sure you'll find a lot of people who are going to be able to do this.
One of the nicest people I've ever known in my life.
And I've known a few people in my life.
But that doesn't count for anything when you work for the beesleaks.
When you work in this, what am I told all you people out there?
Oh, do we want to be in radio?
Don't ever be in this business.
And guess what?
As bad as it used to be.
Now it's a thousand times worse.
Now it's a toilet.
It's a disaster.
There is no more radio business.
There's only monkey business.
What?
I'd like to come down there and take a look at the books.
You know what?
I'd like to take a look at the payroll.
I guarantee it within five minutes.
I'd find some people on there.
They'd be out the door faster than you can say.
How's lunch doing?
We got some of the most useless turd burgers hanging around there.
But because they got their nose and other body parts of Clarence's backside.
Breakfast.
They're still running around there causing all kinds of trouble in the being Ojohn Povacatorum.
But the good people, they get, they get a stoch for the holidays.
Isn't this nice?
Three days before Hanukkah and they're showing Ken Maldon the door.
And giving them two weeks' severance.
How generous.
Ooh.
If that email was correct, I don't know.
Did you tell you that he coming in and give everybody a big kiss?
No, he hasn't yet.
Well, that's right.
He's not done until four.
Tragic.
Sad.
Runes my whole week.
Runes the whole month.
Runes my life.
At EK, there's another guy.
Low key.
Never would never heard of fly.
Good guy.
Liked by all.
His show was boring.
But nevertheless, he was, you know, liked by all.
And I guarantee I sure had a bigger number at night than we got now.
He had a bigger number than a point.
He never ever came close to the numbers we're pulling at night.
We're pulling it.
The last since Jolly Joe came on the scene.
But we were doing it tonight.
I wouldn't wish on Hanukkah.
I wouldn't wish it on James Crystal Radio and Steve Lapa.
As Norma Kant once said, Steve Lapa's got the Midas Touch and Reverse.
Everything he touches turns to crap.
Only he didn't say crap.
He said, Schmidt.
Now you're getting me all worked up again.
Why didn't you have to tell me that?
Well, you know, I figured you would want to know that.
To ruin my day.
To get me depressed.
Is that the idea?
And of course you're going to be next.
Not far down the line.
Although you, at least they're not showing you the door.
Not fully.
They should have a picture of the door.
That's kind of like a warm up.
So, when we tell you, this is where you're going.
Yeah, see this door here?
Yeah, here's a picture there.
Does it, does it bring anything to mind?
Oh.
You depressed me.
You say I'm right and then you always second-guess me.
Oh, what a left-down.
You call my hand before I even get my back down.
And when I always on the main.
You seem to get a bad wedding.
Oh, and you do depressed me.
So why am I in love with you?
Oh, and I kiss you.
You never thought it was me, so with your vision.
When you're dead, when there's trouble.
I can be how time to believe me on the double.
When I see you, I fall in love.
So why am I in love?
Covered with love, so with your depressed me.
Why am I in love with you?
In love with you.
When I see you, I fall in love.
So why am I in love with you?
Oh, and you depressed me.
So why am I in love with you?
Oh, and I kiss you.
You depressed me.
You say I'm right and then you always second-guess me.
Oh, and I kiss you.
Oh, and I kiss you.
I leave you back in your car and call it even.
When I'm alone, and by myself.
You say I see you, from on the shelf.
Oh, and you depressed me.
So why am I in love with you?
Amen.
Oh, I got a real doozy.
I got a real doozy.
I hate email coming up.
That's gonna break.
We do a pedal-arrogate certificate, though.
And we only have 80 this week as opposed to the usual 100 when we have the 50 for 25s.
I sure hope that Andrew hasn't screwed up again.
No, I asked him.
He said that's the other number.
Okay, good.
Because we know if anybody's got their thumb in it, it's Andrew and sales.
We can't have to week more and more people are taking advantage of Niels half-priced deals
on wqm.com.
And this week, no exception, starting in just five minutes.
At noon today, you'll be able to buy $50 certificates for $25 bucks, too.
North Miami Beach's newest sensation, Miami Prime Grill.
What a great menu they got.
Miami Prime Grill on 163rd and Biscayne Boulevard is a visual and culinary feast.
A totally new concept and upscale sports grill dining.
Miami Prime Grill is here now for you.
It's unsurpassed food like oven brick pizza made toward a steak sandwich, especially appetizers.
Salads are just humongous.
You'll never finish it all by yourself.
In fact, all the portions are humongous, gigantic, and the food is sensational.
Miami Prime Grill 163rd, Biscayne Boulevard.
Just north of 163rd Street, call 305-59101.
That's 305-59101.
And thanks to yours, truly, you'll be able to buy $50 certificates at that price.
Just 25 bucks starting in about four minutes.
At noon today on WQAM.com.
The biggest name.
The best talent.
You're listening to Sports Radio 560 WQAM.
The biggest name.
The best talent.
You're listening to Sports Radio 560 WQAM.
Miami Ford Lauderdale.
This is Bernie Quinn.
Whenever I shape my balls, I listen to the Neil Rogers 12-1 hour.
I think you're caught and chubbant.
Deal good.
I'm gonna work in no more.
I've had enough.
I'm all the printed, very dense, and both are.
I'm getting tired of getting money away.
You know the Christian, corporate, org.
You can take your card and chubbant.
I ain't questionin' in no more.
Well, I was a Christian, soldier of God, believer of these years.
All that time I followed every word of the scriptures.
Written by queers.
Catch keys, say he's a powerful god, and then all the women of mighty ways.
Except in 9-11 when he must have been gone on a bustman's holiday.
Take your card and chubbant.
I ain't gonna work in no more.
Just a year all right.
If you're worthless, because everybody else is wrong.
I'm getting tired of watching people die.
That's the name of any miserable Lord.
But take your card and chubbant.
Deal good.
I ain't worth a bit in no more.
No.
Take your card and chubbant.
I ain't worth a bit in no more.
Trouble one.
We got 70 left.
We started with 80.
We got 70 left.
So we sold 10 for Miami Prime.
All right.
And it's right there on wqm.com.
$60 for 25 bucks.
Great food.
So you guys are telling me?
Yes, very good.
I need a nap.
What?
I need a nap.
$69 left.
State case case.
What do we got here on the emails?
And here's here's somebody trying to be real clever.
And you guys don't know what you're talking about.
It's just me because I'm so negative and hostile.
Which the next email will bear out.
It says, guess your pullbear is not the same thing that the Travel Aliezer magazine survey says year after year.
That the people of Miami are the best looking in the world.
Oh, yeah.
And whoever wrote the articles for Travel Aliezer.
And obviously never got out of Florida.
Right.
I guess maybe those people just stay in a lot.
You know, the really beautiful people on South Florida.
Except for the plastic people on South Beach.
Right.
They're the shut-ins, the beautiful people.
The beautiful people are the shut-ins.
That's right.
They never get out much.
Because they're afraid of the other ones who are out there.
And I don't blame them when you come right down to it.
Now what's the story, Tuber?
You keep a nearby on this total on here?
67.
67.
They're dribbling out.
Slow but sure.
They're dribbling out.
When and out, they're dribbling out.
Now here's one from the Bridge Tender Sun.
Okay.
You are angry.
It says.
Hello, sir.
How can you say that South Florida is angry when you are the angriest of all of us?
Every day you make negative and angry and hateful comments about everything.
Just in the past couple of days, which is good, the Bridge Tender Sun listens every day.
I've heard you say that you hate Billy Joel, Pulp Fiction, the sopranos, the Rangers, Howard Stern,
I don't hate Howard Stern or the Rangers, the callers, the e-mailers, and hundreds of other things.
You've become a hateful, spiteful old queen who's lost touch with reality many years ago.
I don't understand exactly what you do or the point of the show is.
Any moron can read poll results for four hours a day without adding any quality information or advice.
It's time for you to step away from the radio industry.
You, sir, are finished, sir.
You know who this is?
Bridge Tender Jr.
Yeah.
Mirio.
Oh, sir.
You're indeed crazy, Mirio.
Okay.
And Hylia.
That's who that is.
You reach the point where you just know the tone.
Yeah.
And you know who the hell, who the misfit is that wrote this swill.
Even if they change their font.
Oh, yeah, Jay font.
Jay font.
A fan.
A fan.
I'm not the chicken Louisiana.
And I'm not the, yeah, who cares?
You're just an idiot.
See these people think that if they start out by saying, oh, I've been listening to you for years and years,
that that's going to excuse the swill that they write after that.
About how miserable I am and how to live my life and how you want to do the show when you're doing it.
And all this other crap.
66 is what we got.
That's right.
Now he's reading the numbers from the certificates.
Just numbers.
Like the old guy says, all you do is mail it in.
You read numbers numbers.
That was down 20 at six points.
There's another number.
How do you like that?
Mm hmm.
352 votes.
We're going to go away over 400.
I think, but start low.
You know what I mean?
Don't, this time of the year, don't start high with some high ball number.
Got to walk before you can run.
That's exactly right.
I couldn't have said it better myself, although I think I could have.
Other than dumb rude or no speaking English, I found Southamberians generally speaking to me.
Hostile 122.
Let's put beautiful on there.
Okay.
For that smart ass who's going to be, oh, travel leisure magazine.
You're right.
They're the same people who tended to travel to some terrorist countries where you're going to get kidnapped and the butchered and robbed and looked out in the desert to ride.
Hostile 122.
Short tempered 33.
Loud mouth 33.
Attention deficit disorder 30.
And keep in mind, I didn't make up this poll.
Charlie B did.
Although I did at hostile, which is winning hands down Charlie's pants.
What a horrible thought that is.
Slappily dressed 23.
Lazy 23.
Vulgar 19.
Perfect.
We're near to it 17.
Out of shape 15.
Accentric 12.
Snobby 9.
Smelly 6.
Pretentious 5.
And ugly 5.
Beautiful.
Hasn't got on there yet.
You put it on there.
Yep.
We just put it on there and it's going to go zooming to the top.
Is it it?
Oh, yeah.
Out of 357.
Oh, I have a message to pass along.
Yes.
Kenny says thank you for all the kind words and he will be listening every day.
I don't even know what to say.
I don't know what to say.
I mean, really am I to lost for words, but it's just devastating.
Rotten.
I know it's a rotten business and it's a business where they don't care about people, but boy, this is just devastating.
Nasty, unnecessary, uncalled for.
And okay, so they're eliminating the updates.
They can find some other stuff.
They certainly they sure have got some other people on the air.
Many hours a week doing stuff that Kenny could do away superior job here, but nevertheless.
Yeah, he's a real broadcaster and he's not part of the fraternity.
He doesn't have his Jewish nose up clear and says Jewish ass like some people.
I can think of.
I don't want to get bitter about it though because then that the bridge tender junior is going to get all over my ass again.
Yeah, see how you are.
That's me.
Angry bitter old man.
You hate everything and everybody.
You're rotten to the core.
You're this.
You're that.
That's me.
And by the way, you blocked people.
It's really funny because every time I go to the deleted items, there are the emails of some of the block people over and over and I just get rid of them.
Over and over and over.
One thing about that man that they're every single day every minute of every day, putting bridge tender June.
Let me take a look at that phone.
Then I'm going to play bits.
Q.A.M. Hello.
Q.A.M.
Hello.
Hello.
Oh, what's the administration number for the dolphins, the officers?
I haven't got any idea.
This is WQM.
Did you ever hear of us?
9.4.
I'm sorry.
I think that's not a lot of the L.A.
He's going to tell you.
9.5.4.
Oh, okay.
4.5.2.
7.000.
Okay, great. Thanks.
No problem.
Happy holidays.
Bye.
She didn't even say happy holidays or back at you or I'm going to be over.
Bye.
Bye.
Who are you?
Bye.
Bye, bye, bye.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
I'm going to play.
trans
tak
All like you, like him very much.
This here is the king.
I know I haven't been around for a while,
but I want y'all to know,
what up here in Rock and Roll Heaven,
I'll be thinking of you, this Christmas.
And I have to give y'all a special Christmas message,
a message of peace, like how about a little piece
of that time I go and buy it.
Like I've got a lot.
A lot of old saying,
Christmas is a time of hoot,
a time of joy, a time of roll Heaven.
And I sure would love to take slides
that feature you got there.
Like it, what would you want?
No worry, worry about it.
Oh yeah, Christmas.
Now Christmas to me means family.
And family means friends.
The friends means getting together,
and getting together means eating.
I'll pass me that drumstick, which please.
Well, it's like a remote.
Now just want to say to you right now,
you know, I may be a big star, maybe too big,
but ain't nobody so big,
you can't reach out a helping hand,
or a helping hand.
Well, you can't help me helping those my data's over there,
which I believe is like it.
Like a remote.
Now like I was saying,
ain't nobody so big, you can't stoop to help a friend of me
over the holiday season.
I'm speaking of season.
You won't pass me that soft sugar when you get the chance.
Like it.
Yeah, just, just unscrew the color.
That's right.
Thank you.
I don't know.
So this Christmas, why don't y'all take a tip for more A-O-L-L-Us?
Now, I'll leave those steak tips right where they are.
You know what I mean?
You know what I mean?
I appreciate it, thank you.
I want you to remember,
we're all part of God's great big family.
And you know God made men unto his own image.
And look at the mirror.
I'd have to say God must be a big, big center of the gun.
You know what I mean?
I like you dear.
But I especially want y'all to remember this one last thing.
When y'all that home is Christmas,
stringing that popcorn up on the tree,
save a big, big bowl for the can.
That's your butter, you know what I mean?
I like you dear.
I like you.
I like you, man.
The biggest name.
The best tower.
You know what this is, you know, Roger?
Forty-year-five sixty-q-a-am.
The fourth leader.
So big of a.
The best talent.
It's the D.A. Joe.
We've got three people in here on.
Forty-year-five sixty-q-a-am.
The sports.
What is Play-Po's retreat?
And now the recording stars
who sold more records than the Beatles'
butts car really in the Calseils combined.
No doubt changing.
And I have a feeling.
Something something that I.
Yes.
The immortal deaf tones are back.
And now they're singing all your favorites
just as you'll remember them.
Forty-five.
Forty-five.
Forty-five.
Oh what's that line that goes here?
Forty-five.
Forty-five.
Forty-five.
Forty-five.
Forty-five.
Forty-five.
Forty-five.
Forty-five.
And Fürs לה'N!"
You can forget.
And the word they can't remember.
Gesah- würdeuь 추시
I swear it had something in your head. So it's the death tone with their unforgettable new album
Songs we know most of volume something
Available now and crackle record and tapes and those compact thing of the bothers
I'll give me no yeah
Hey man, I get right on incredible. Yes
I'm a long time listener. I'm gonna be 50 years old about 10 days. Just want to wish you a Merry Christmas
And I don't know what life would be without you man. I love you. See you
God bless
Reskelt used to say that at the end of every show and I always wondered why why didn't he say that God bless
God bless because it's the PC thing to do right suck up to the latest way back when before he had to be PC, you know
That's why they got to have this getchki come there do the invocation at the inauguration
Just Rick Warren Nazi son of a bitch, but that you know
They want a pander to everybody. They want everybody to feel welcome under the big tent even the Nazis are welcome
So Jimmy syphilitic maybe he'll get a personal invite for a sit down at the inauguration
You think Jimmy syphilis will be there maybe oh well, and I don't think so he's not too fond of Barack Obama
He's not too fond of anybody to the left of a till of the hunt so I don't I don't think he'll be invited. I you're not getting invited Jimmy
378 votes. I think we can make 500 today
That would be quite an accomplishment. Well, he won't play too
Has done a tremendous tremendous amount of good and he has a reputation as a guy who despite his personal views on any issue one way or another
Trying to stand up and reach across with us. Oh my god and curry on MSNBC you crazy bitch and gay marriage
He has unleashed a fire storm and and but that fire storm was with liberals and so just as you just reported earlier
She's interviewing him on MSNBC. They're breathlessly promoting the interview. She's doing with him and she's on there kissing his ass Rick Warren
and curry scurvy curry
conservative, so she probably smells like curry
bitch
Anyways, this goes back. He says I know I wouldn't bother you again
But I had something to say about Ken Muldon. I only ever heard him on updates
Don't know if he had a show or not, but he always did the jobs. He was given flawlessly
He sounded great and not better than any other guy there
He sounds like an older man. Obviously, so it breaks my heart to think these cold heartless bastards would send him packing
That's right. This go these cold heartless bastards. I'm gonna put him out there in the street to freeze his ass off
They have to have room on one of the 30 big O's shows. It's just a real shame
Hope you have a happy holiday Ken and my prayers are with you and your family
Let's start a petition to get him back on says this go
Gornish tellfans this girl that means who ain't gonna do any good with these people right and the court
I guess finally after all these years they find out that Ken was Jewish
Gotta go
Allison Jewish Eddie Kay Jewish Humper Jewish Neil cut a salary and half Jewish
Who else now fat Chris there? He's not Jewish so he gets to stay kind of yeah, he gets a set to stick around a little while
If they found out you were Jewish you'd be out the door already you'd be you that door would hit you in a backside
So fast four meals would have come popping out of your mouth
How you doing on the other way forget all about it down to 60 60 I have to say if you wanted to come and say hello to you before
You know the day was done. Yeah, no, that's okay. He's like I don't want any pomp and circumstance
No, it's just I just want to you know fade away. You're too awkward about it. Yep. Exactly. That's what he said
I feel very awkward is there's nothing
You know and of course he's gonna get that last paycheck. Hopefully are those two weeks whatever
Oh
Talk about and right in the middle of holidays too right in the middle of Chanukas on Saturday and Christmas is a week from today
No, don't don't do that that would be very very awkward and
The pressing sad I thought this was the time of the year. Oh, you know goodwill P. What I said a few days ago
It's the truth. It's not me. I'm not the one who's the sour pus
I'm not the Grinch that stole your happiness. It's all these business people who suck
And when you stop and think of all the millions and millions and millions of dollars
They never lost money on this show. I'll guarantee you that
But all the money they peed away in the rights to the marlins back in the day and the dolphins when they had in the first time
And they were paying way just some exorbitant, you know because Greg Reed wanted to be a big shot. We got to dolphins
You know
Think of the millions of dollars they flush down the toilet. Oh, I don't want to help you
You'll vomit that good. Me or you just head for Miami primal you'll vomit all of that up there
I keep looking at this menu and I you know, it's almost enough to make me wish I was there maybe for an hour good stuff
All these grade
dressings on the salads blue cheese basil vinaigrette raspberry vinaigrette
Pepper corn omission ego is probably smack in his lips right now. They got pepper corn shash
Let's stick on his
Yeah, just stick on Brian Craig's unit
384 on a pool come on. Let's get that 500 day get get it all whipped up
Let's do it for Ken Maulden not that he cares about the pullers unless unless unless the station pays them like a hundred dollars for every vote we get
That would be good. That would be a good parting gift. Remember on an old Hollywood squares with Peter Marshall. Yep. We have parting gifts
And of course the parting gift in all those quicheos were always so cheesy, you know
Oh, yeah
You know like we got a we got a gallon of lint away to put you stick in your closet scratch your move or front of Simonize that repairs
He's always
Isn't he annoying his helmet yes
If he had the cure for a life on there for a dollar I still wouldn't buy just just out of principle because he's so annoying
Billy maize
Oh, that's that scratch on the prestige you on applicator apply and let dry maybe you can tell me how that works
I don't know it feels and seals the scratch and it matches the original color like on your car
dries clear so it's virtually invisible how do they do that? I think it dissolves a little bit of the
paint or whatever around it. Yeah
And uses that but that's just a theory there. I'm just a guest. I don't think he's being his believing because it works instantly
Hey, they're showing it. I didn't have an a scratch like this now watch fix it go to work it feels it it feels it it disappears like magic
Now the scratch has met its match. Oh god
I'll get the butterfly net and go get a catch Billy maize
annoying
In fact, let's do a poll the most annoying TV pitchman of all time is Billy maize there we go
He wins remember one one we've a couple times we've done a poll with only one choice on it
Oh stop already Ed you know I made the bad mistake you know edden for a lot of day who I blocked a long time ago
Yeah, and he sent that thing about god and if it's a job he's a messed up whatever that was not
I made the mistake of saying but I was pretty clever it was cute, you know
It was it was amusing it was right on and so since then he sent like
75,000 boring emails trying to be funny. You're not funny yet. Just go away already. You did your good deed for the day go away
Come and play another day and go the hell away
Jesus God
Six that's 1803.053096 to order yours now
Or do you fix it pro-Simonize and then you know go out and scratch a bunch of people's car and I want to get all up
Said say oh don't worry and you whip out your Simonize thing there your little uh you yeah
