Who says Madonna thinks she is anyway?
Now news about CBS News.
It sounds like a snake. Oh, silent fart.
Yeah. No, what do you think? That's a snake man.
A snake in your mouth. Correct. Don't wow. Now, one of the jirbles moved out. Sports.
Now, this is according to the New York Times, I believe, is that what this is from you. Senator John
Kiri came out of the first president until the late having reassured many Americans
of his ability to handle international questions or any terrorist attack. It would be generally more
favorable image, but he failed to shake the perception that he panders to voters in search of support.
The full also found significant doubts about President Bush's policies in Iraq with the majority
of the public's same US invaded too soon and the administration did a poor job thinking through
the consequences of the war. The Mr. Bush maintained an advantage on personal characteristics
like strong leadership, but the liberal and likeability as well and the enthusiasm is supporters.
How sad. Four weeks from election day, which is today, four weeks from today, boys and girls,
this is the day the Michael Moore DVD comes up and a video is turned here by you,
Fahrenheit, 9, 11, gotten by 100 copies. Four weeks from election day, the presidential race is
a dead heat again according to the Times with Mr. Bush having given up the gains he enjoyed for
the last month after the Republican convention in New York, the poll found and a head they had
matched up on a three-way race including Ralph Nader, the contenders each one 47% of the
registered voters surveyed the poll. 47, 47, and eight or it doesn't even say what, like one, one or
two percent. Last month, just a month ago, Bush led carry in the same poll 50 to 42 in a two-way
race and 50 to 41 in the few areas so he blew a nine-point lead in just after the debate, just in the
first debate. Okay? And actually, for all these great spots there to hang the air like the moment,
they just got Bush and picked you on there and they talk about the thousand dead soldiers and
about what a bozo we're looking at and all that stuff. So, God only knows what kind of stuff.
It's on Edward's shoulders tonight, man. I just hope they don't choke too many
closups of that big chanker on his upper lip. That's not too attractive. You know the one I mean
when it looks like about the bowling ball and his lips, yeah, it's like a growth. Yeah, like a huge
gigantic something from outer spaces we're on his lip. 567-0560, pound 56 on the horizon and singular
wireless lines. WDQA and hello. Yes, Neil. Yes, sir. I want to keep it in the help me out here
on this TVF rather gate thing. Yeah. Didn't the Supreme Court rule in a Fox News case? You can
pretty much make up the news and lie wherever you want to do that. No, that's only Fox can do that.
Not CBS. Oh, I figured. I just want to make sure. Only fastest news that we're seeing do that.
All right, well, I just wanted to clear it up for him. Thank you, my friend. Okay, glad we
straightened out for you. It's right. Anybody who's to the left of a toll of the hunt, you got to
stick with a straight narrow path. Okay? And then you see the thing with Brokall and Peter Jennings
in the neighborhood at time that's whatever their thing was dog and pony show and we support
that. Well, why not? Danny never stole a freight train. So he hates push the more power to him.
That's why I watch CBS news because I'm going to get a lot of truth out of there. Plus, I'll get a
little bit of a leftish or leaning on there. Why does everybody it's okay for for every you know
and have a whole network that's right wing lies. Like I told somebody this morning, I want to
make some bill by name. You know, the Fox is only watched by a bunch of right wing Nazis. That's
all by people who are just in Chanoveracra. He has a this guy is obsessed with Bill O'Reilly.
Well, a lot of people like Bill O'Reilly and I shouldn't say a lot of people like Hitler too.
You know, a lot of people don't like Bill O'Reilly. Let me tell you about Bill O'Reilly's radio
ratings in the South Florida market. It's still a 0.2. You couldn't find his audience with a
road map out of compass. Okay? With a five million member search party, you couldn't find the
Bill O'Reilly audience in South Florida. Even at badass rush, you numbers are drafted by the way,
since his bill popping has to pay came out and that death prod definitely sprung me head from
popping all in pills. Well, you know, when you look back at that again, how easy he got off.
Do we hear anything more about that? Absolutely nothing. Have it or another word about that.
There's nothing going to happen. And the fact that he was popping pills in Dr. Shopping
all the Southern crap, that's that's what it is. You know, but the fact that he's such a hypocrite
and going on here and puffed up getting all those drug people ought to be put behind bars and
we have to do something about these low life, these scum of the earth and all the Southern crap,
you know? Careful. I know what I said. All right. I didn't associate any word with that thing,
with that thing. Although I tell you one thing, when you put chicken soup in a container and put
in the refrigerator, right? And you take off the lid the next morning and you look inside.
You know what's on top of the chicken soup? Scum. Right. And you're drinking that. How do you
like that? Talk about that. Talk about chicken fat. I got a, I got a, a ziplock bag. No wonder all
of us Jews are dying from poor arteries, huh? But I do love dealing. I'm just a dietary Jew. And
let me just say this too. How about ethical Judaism? That's the only part that's still the ass
religion that I care about. Since the others are so much more than the ligament. Most of them. Although
I've seen the Israelis are busy bombing in Gaza, can you see that? This is it. Unabomacronding.
They did it. They hit us. We hit them back and it's never going to stop. Do I know
any moisture time? In fact, we shouldn't even have news coverage anymore about what's
happening in the Middle East. Israelis and Palestinians forget about it. Okay, they've been killing
each other for five thousand years. We got to figure fish to fry. I'd like to forget it.
But we'll know it often. It's ever went again. There's some fish to fry.
WQAM. Hello. I love to have a clip of Dave once that's in. I'm frying over here. QAM. Hello.
Katie. Yes, ma'am. Although she's not a part of tonight. How about Katie Lang for your call?
Katie Lang. She's our man. She's our girl. Thanks. They have a good day. Okay.
Hey, she'll burst that call off a little bit.
Excuse me. Excuse me. Excuse me.
Katie.
Rosa.
A mannequin woman.
She's my man.
A mannequin woman.
No, there's no need.
Hey, and keep her hanging around my floor. She's ready anytime I want to score.
She never says I'm up in the mood. I never got a tunnel around. I'm true.
My woman.
Doctor.
I can't say.
A mannequin woman.
Katie's what a lady.
A mannequin woman.
I just see.
A mannequin woman.
Never crossed to sleep.
I just saw my knock on the pond.
My door.
She's a girl I fell in the clothing store.
I feel like here.
Then most guys.
When I'm right in the middle of plastic.
My woman.
Doctor, something just said.
A mannequin woman.
A mannequin woman.
Hey, one of the.
Yeah, kid, baby.
I'm sure we didn't chop dinner for off there.
1232, if I wasn't the reason I was distracted there when we came back from the break is I was looking at the great news on our website.
Even almost bigger and better than the Rickman Print Offensive Line leader of the free world.
Is that the free world?
No. It's up to the right on our website.
There is George W. Emily Pinocchio.
It's a beautiful thing.
Everybody in the free world must take a look at that way. You're still allowed to see it.
I spent all day with that thing.
Anyway, now this thanks from our friend Jean Rodgers says Canadians Neil Diamond.
He's Canadian.
I don't know.
Oh my god, how embarrassing.
Neil said DACA is Canadian.
I don't know. He still went up to me.
And then he says the guy that's saying Diane in the 50s can't remember Paul Anker's name.
I mean, how can you not remember Paul Anker?
I would have hanged.
No, that's a John Edwards.
Paul Anker. Now that I'm sure is correct.
He was a Canadian by way of Lebanon or somewhere like that.
Paul Anker. I don't know. We'll have to look up Neil Diamond and Neil said Acre.
Here's another good one that we know for sure.
Allianz Morsez.
Right. Got that?
Got it.
Allianz.
What are you?
Paul's Anker's.
We can't even say the name of that.
Can't say I am my baby.
Why not?
We can say the name of the real song.
I was just playing the parody.
Oh, the bit. Oh, don't be doing that.
Now speaking of Fox, I'm going to just pass this along now because that previous column
that was saying about Fox News, the court rule that they can make up whatever the hell they want.
There's no obligation to tell the truth.
See, nobody expects the truth from Fox because we know it's the Nazi news network.
But anyway, between Evand and Hoover, the editor of the nation says today, Fox rejects the nation.
Do we have this one on today or is this one going on tomorrow? I forget.
Josh. Josh.
Josh. Yeah.
Fox rejects the nation.
Between Evand and Hoover, the nation should be on there today.
Is I don't know whether I may be on there, maybe on tomorrow.
I don't know when I send it to you. Probably this morning.
Probably this morning.
Oh, my God. Talk about double talk.
This guy makes bush-luck-like and articulate clear, whatever.
Anyway, she writes the Fox News channel ran a splashy full pay debt in our recent GOP convention issue.
In fact, Fox has bought several ads in the nation last year, including our back page,
leading some 50 readers to cancel their subscriptions and protest to the magazine,
taking what they considered tainted money.
Though we stand by our advertising policy, one which starts,
with a presumption that we will accept advertising,
even if the views expressed our repentance of those of the editors,
blatantly misleading ads, or ads providing harmful products, will fall into a gray area of discretion.
But as a general principle, we assume our readers will have sufficient knowledge to judge for themselves,
the merits of commonly known products such as cigarettes.
In contrast, Fox News seems to believe its viewers must be protected from news free of White House spin and corporate agendas.
More the cowardly line than they fall fierce Fox, the cable news network,
has just rejected a 60-second TV ad that the nation was planning to wear during the Republican National Convention.
Nobody owns the nation, not time-worn, or not Murdoch, the commercial said,
so there's no corporate slant, no White House spin, just a straight dope.
Fox rejected the ad out of hand according to the magazine's senior vice president for circulation arts STUPAR,
after our ad agency sent a commercial to the network.
I find it ironic STUPAR trove the New York Times, which wrote about Fox's censorship,
there the GOP cable station had championed the free markets,
and they got spooked into thought of running an ad that doesn't publish spin,
or serve the agenda of corporate conglomerates.
Good mention to Mr. Murdoch, it had been a problem,
a man who takes money from some of the worst regimes in the world can't take a few bucks from the nation.
Cowardly Fox may be running scared,
but the ad appeared in time-worn as CNN,
as well as NBC, Universal MSNBC, and Bravo during the Republican National Convention Week.
You can also click here, and she's got a link that you can click to watch this spot online,
and thanks to the readers, now there's a contributed money to a lost area, so there's Katrina.
So you can click it on the other thing when we get it on there.
How do you like that?
Picking and choosing.
Oh no, we don't want your money, we don't want the...
You know, you have to try this here, because we don't want to put your left-wing propaganda on our right-wing network.
We look up Neil Diner and Neil Sinecchi at or what?
Josh is looking at him up.
We'll take your time, we got to let that happen.
We're going to have an hour and 24 minutes for who's counting.
Oh, Miss Elton John takes angry swipe of Madonna,
are we supposed to care about this?
What's to be care more about this?
Scott and Lacey Peterson are out in Madonna.
Out in Madonna.
I don't care about that, the face.
I don't care if a flying crap about Scott and Lacey Peterson,
if ever in the history of this next to Alien,
I cannot imagine any non-political news story that's gotten over-hyped to the extent
between Larry King and what's in the Nancy Grace.
It just makes you want to get on your hands and ease and puke up meals
that you ate 20 years ago.
It's just disgusting, it's a sickling.
Yeah.
Who the hell gives a flying crap about Scott and Lacey Peterson?
At least Sean Relivi and Gary Condewitt,
at least there was something they're good with that.
And now an update on the Sean Relivi story.
Nothing.
Absolutely nothing.
I'm just saying, this later, try it.
I made it.
Oh, I love this.
I love this.
I love this.
Otherwise, he's probably a dumpster.
This is a very good friend of both of us.
Yeah.
But in the other one.
Yeah.
What the hell ever happened to Sean?
Did he steal that?
Where is Wolf dressed in a suit?
The Congress had a male prostitute.
Right around his limb, or without wearing pants,
if you start taking him as a hell of a chance,
he'll change your life.
I'll tell you enough to be a woman.
He was white, then he flips, doesn't it all change?
It's not a night.
That's what it's like if you're a Gary Scale.
I'll try it on here.
I'll help you if you're Gary Scale.
That's who you're going.
You're going just like that.
All the women say.
It's a kind of a cliche.
If you write down your name,
it is a little black,
but they might call you from the river
and call you from the indivisible.
It'll change your life.
It'll tell you we love you a lot.
It's white, then he flips, doesn't it all change?
It's not a night.
That's what it's like if you're a Gary Scale.
I'll try it on here.
I'll help you if you're Gary Scale.
It's not a day.
You mean we're here one more word about that?
No.
No, because they found out that he didn't do it.
It was like, oh, that's so fun.
Right.
We don't care about him no more.
We don't care about her.
The bitch had a coming of it, only.
And what was the other one I was talking about before
that we never heard another word?
Oh, yeah, rush.
But the pill popping.
And the will might all have stuff.
Not another word.
They all whipped up about these stories.
It's so important.
And if I meet the double brand,
then the Sunstay is milked for all they can.
And then we move out of the next historical story,
do you sure?
British pop veteran, Elton John.
He's getting to be a real wild lady lately.
Took a far-mouth swipe of Adani yesterday.
I thought I wanted to defend Madonna, but what the hell is her problem?
Elton.
Saying she cheated her fans by mimeing on stage.
But the American pop superstar was swift to rubber-sizzle accusation,
saying she does not lip sync or criticize other artists.
While collecting a songwriting award from Q Music Magazine in London,
Elton suddenly launched into a tie-way to get to Madonna.
And we discovered she had been nominated for the Best Live Act.
Anyone who lip syncs in public on stage when you pay $134 bucks
to see them should be shot, John said,
and reference to ticket prices for Madonna's reinvention tour.
Madonna, Best Effing Live Act, F Off said the singer we-
Oh, like I said, he's okay.
Said the singer we now is much for his outrageous outbursts,
his ears for his outrageous outfits.
Since when has lip syncing been live, he asked.
He ended his outburst by saying that's me off her effing Christmas card list.
But do I give a toss? No.
Do I give a toss?
That's a great thing.
Oh, I know.
His tie-way prompted a swift response from her,
US spokeswoman Liz Rosenberg.
Rosenberg.
Boy.
What if she's one of those, what's those do's?
Polosches.
No, no, the ones that she's into in Brittany and on that old cabalist.
Yeah, she's a cabalist.
Liz Rosenberg said in the statement, Madonna does not lip sync
nor does she spend time trashing other artists.
She's saying every note on her reinvention tour live is not a shame
that she was well paid for her hard work.
And Madonna 46 showed she was not taking transcriticism too seriously.
Elton John remains under Christmas card list,
whether he's nice or naughty, the statement added.
Madonna lost out to British fan news for the live act title, thank God.
Elton hit the headlines in Taiwan last month,
when confronted by a wall of flashing cameras at Taipei Airport,
he lashed out at the local media call of him, rude, vile pigs.
Ha, ha, ha, ha.
The televisions and photographers at the airport
were the rudest people I've ever met.
I've been to 60 companies, the 57-year-old queen said,
his partner David Furnish.
I wonder if they live in a furnished joint.
Has memory capture the flamboyant star at his most outrageous
demanding and flounderable documentary,
appropriately named, Tentrums and T-Rs?
The tour seems a real runnyard.
Corrections, and perhaps we can run this game now, ma'am.
That's the further reveal.
Buffalo Stealth, Puts, OOOH!
Super Starman's Otter, made seamless,
wearing nothing but silver dresses and metal collars.
But when it comes to cash, let me tell ya,
this block baby is high with a bump,
but not a dozen travel-first-class no.
It's sent to your body and juke in a box.
Sterely, fancy, fancy, fancy, fancy,
but your body is a box, you know, you know, you got to
stare at it, scratch your fancy,
they could fight for both real and sex.
When you accidentally buy the tip of the dust,
you'll scare how you get there,
be just like Sean Finsett,
and early morning pick-up,
with an overnight delivery guarantee.
Get down to the jerry-solo,
cram-t in the spray,
then what you want to hear across,
you know, you know, you got to stare at it,
scratch your fancy,
they could fight for both real and sex.
Here's our 1246-560-W2A.
I'm here's the ideal,
who's your all-time favorite Canadian celebrities?
Our poll question 4 to 92 votes.
Comsi Comsa.
Well, I don't think we got to pull up there
till I have to love it a ton,
because we came out like at 10.40,
and we had all these other fish to fry.
I love it a ton, that's not too bad.
John Candy's got 100, nobody's gonna touch fat John.
Mike Myers 68, Jim Carrey 53,
Neil Young 47, Leslie Nielsen 37,
William Schander 36, Michael J. Fox,
22, Phil Harman 21,
Avril Lavigne 12, Chennai at 2011,
Burton Cummings of the Guess Who 10,
Donald Sunderland 8.
The only thing I like,
nah he was in a couple of good movies,
but the reason the body snatchers
right at the middle,
at the very end of the movie.
That was good.
Raymond Murray, is he a thief?
What?
Huh?
Van Acquodate, Celine Dion's got eight.
Oh God, that is sad.
Martin Short 7, and Murray,
he's got seven,
but there's a lot of confused gender
on some of these people here, you know?
Keeper 7 and 5,
Van Acquodate, 5,
Donald 4, Brian,
I still know who the hell
Donald is.
He's comedian.
Right, can't stand him.
He's got Brian Adams 3,
Howie Mandel 3,
Lauren Green 3,
Lauren Michaels 2,
Gordon Lightfoot 2,
Monty Hall 2,
Christopher Plumber 1,
and look at,
no votes yet for Katie.
Katie Lang, oh no!
Allying is more set,
and he writes,
Josh,
is this like a generational thing
is at the problem?
Instead of K-period deeper,
he's got Katie, K-A-T-I-E,
she and Katie, okay?
I thought his car was the music.
I understand,
I like kind of music,
either, but I'm just telling you right now,
she ain't no Katie.
She went,
we were like,
no lady either.
That's for sure.
Anyway, Chrony,
Sharrow,
Stanis Chrony,
he's got a ton of time now.
Stanis Chrony is the big debate
set up in Cleveland,
I think one and only vice presidential
debate is John Edwards,
will be there with that big thing on his look,
and Dick Chan will be there
with his stumping and puking heart.
This is from the nation also as a matter of fact,
as he wrote this,
somebody wrote it,
as he prepared to debate Haliburth
and CEO,
turned by President Dick Chan,
Senator John Edwards,
would do well to study up on his Harry Truman.
The buck stops here,
President had a word for war profiteering,
treason.
He had another word for those
political and business leaders
who condoned waste,
inefficiency,
mismanagement,
and profiteering during a time of war,
on patriotic.
If John Terry's Renny
may have once had a greater impact
in his debate with the vice president,
which follows hard on the first presidential debate,
then did he woefully,
an ectrolieberman when he faced Haney in 2000,
Edwards has to drop the fake friendliness
of the Washington A. Leeds,
whom Truman so disdain,
in favor of blunt talk about Chaney,
starting with his Haliburthan connections.
Haliburthan's been experiencing
a growth spurt ever since Chaney passed
to the revolving door of Washington politics,
to set up the administration
and manages for George W. Bush.
The Texas-based corporation moved
the number one on the armors listed top-con factors
in 2003,
pocketing $4.2 billion taxpayer debt,
and $1.2 billion dollars last year alone.
It got one no-bid contract after discussion
in which Chaney's chief of staff,
Lewis Scooter-Libby,
was involved,
despite serving revenues,
however, the Haliburthan unit
doing work in Iraq is played
by so many problems
from mismanagement to allegations of corruption
that may be spun off
to try to salvage
what's left of the parent company's reputation.
If Edwards brings Haliburthan up
during his debate tonight
with the Chaney Cleveland,
the vice president will undoubtedly claim,
as he has,
whenever he's been challenged,
that he no longer has any connection with Haliburthan.
Edwards can counter
with another of those blunt truminisms,
Liar.
The vice president continues to receive money
from Haliburthan,
178,000 plus in 2003 alone,
and congressional research service study
has described the sort of deforet salary
payments he received,
and the millions in stock-opcancy retains,
as among those benefits described
by the Office of Government Ethics
as retained ties or linkages
to one's former employer.
In other words, Chaney has a great big conflict of interest,
and powdering a way
and it will go a long way
to exposing the crony capitalism
that's been the hallmark
of the Bush administration.
Edwards should talk about the other troubling aspects
of Chaney's tenure too,
as Nation-Marcman Correspondent John Nichols explains,
in his new book,
Dick Leman,
who is president,
most of the pathologies
of the Bush administration
can be traced back to Chaney,
who chaired the correct energy task force,
and pressed Bush to make a second round of tax cuts
for the rich,
which then for his secretary,
Paul O'Neill,
were unwise and unsound.
This is the armchair warrior,
who is a college student,
collected five draft deferments
to avoid serving in Vietnam,
but who entered the White House campaigning for war
on Iraq and never let up.
Since the 9-11 attacks
are with increasing ferocity
during the current campaign,
Chaney has served as Bush's
scare-monger-win chief,
evoking images of thousands of Americans
killed by terrorists
with nuclear weapons,
and seeking to justify
the invasion of Iraq
by repeating thoroughly discredited claims
that Sodom Hussain's regime
was working without Kaita.
By making a link in the minds of voters
between the excesses of Halibut
and the deteriorating situation in Iraq,
Edwards can help refocus the campaign
on the questions that matter.
Among them,
which presidential team
can be trusted to put the needs of Americans
before their own interests
and those of their friends
Chaney has made it very clear
where his loyalities lie.
That's pretty good stuff
from the nation, eh?
What did I tell you before?
The biggest curse in the world today,
Dick Chaney.
He makes Sylvia Burluscoti
in Italy look like a study-school preacher.
That's the kind of cook you got with Dick Chaney.
They don't call him Dick for nothing, okay?
Just leave it at that.
Joyce.
5-6-7-0-5-6-2.
Well, that's his name, you know.
Count 5-6-2,
he only Verizon's
singular wireless lines.
Let's get a few of these.
Let's get a few thousand calls in here,
okay?
We get these people whipped up
into a frenzy.
Let's get them out there.
They're nearby a video store.
And please don't buy them blockbuster
because we hit them like poison.
But if you have to,
I don't think there's,
you think they're going to actually sell it?
I'm going to swing by Best Buy in it myself.
Best Buy?
They have good prices on the calendar.
They don't hire any of you.
And it's not something you have to wait for them
to list off the shelf right here.
No.
I mean Best Buy is fine.
Unless, of course, you want to go in there and get service.
You want to go in there and get service?
Help yourself.
It's self-right there.
Bring your own ladder and just play.
I'll buy it and see it right up there.
That's the DVD player right up there.
Just go over there to the glass catter
and stand there and wait,
take a number.
And if you can live till next year,
but this maybe we'll get to you.
WQAM, hello.
Hey, how you doing?
Okay, Palli.
Hey, listen, I read a great article
in Vanity Fair.
Right.
I said it on the piquate it.
And the article basically,
what would happen is,
Bush won a second term.
Oh, God.
And yeah, I know it was dreadful,
but it was a good spin to it
because it really talked about
how over the past 40 years,
every second term president
has some sort of scandal
that gets them pretty much knocked out.
And I was just trying to think back
and if you recall,
what was the last president
you thought that had a successful second term?
I'm thinking,
Flynn had his scandal.
Reagan had his...
Well, what about Iron Hauer?
Yeah, I mean,
that's how far back you really have to go.
I mean, I used to have an hour
and had a couple of scandals
that were like minor.
There was a Nixon with the gifts
and I was forgetting what the guys name was.
There were a couple of those minor scandals in there,
but nothing major like a watergate
or a penis gate or something like that.
I know.
And the article also talks about how...
The story.
So a lot, or the liberals,
or my side anyway,
would be even stronger
to come the next election up in 2008
because...
We can't wait until 2008, okay?
I know.
I'm going to tell you right now,
Bush wins this time.
There may be no election in 2008.
And don't forget that not too many weeks ago,
they were already saying,
well, you know, we may have to postpone the election.
They kind of like put out a little trial balloon there
to see if that would fly.
And everybody said,
over our dead body, you'll do that.
Yeah.
But I do have an interesting article.
If you have an opportunity,
maybe take a look at it
and maybe take a couple of snaps at it.
It's just interesting reading.
And I just like to pass on that word.
Okay. Thanks a lot.
All right, good.
See you.
5.6.705.16.
I mean, they did refer to it as...
...beep, see what I'm saying?
Yes, sir.
You didn't dump that now, did you?
No.
Okay.
Is there a check in here?
You never know, with an atmosphere
that kind of chill in the area we have now.
That's what will be dumping movie titles.
Well, that was a little horse of a different kind.
Right there on TV every week of the TV.
They've had it on a million times.
What?
I can push it? Yeah.
Oh.
It's James Bond moving in.
I understand that.
And so is the other one there.
So is the character in there where I would just
don't want to overdo that.
Okay, because then,
Duff is going to start getting all upset.
They will have to play the Dumplinzi thing,
the Dumplinzi drop-ins,
and you're all upset during the start.
Yeah.
Yeah.
Yeah.
Actually, audio from Dumplinzi in a control room
with his headset on there during the dumping of the steering show,
which goes on 40, 50,000 of a visual.
Yeah.
WQAM, hello.
Yeah, Neil.
Oh, sir.
My favorite Canadian.
I'm Anderson and Wayne Gritzky.
Pam Anderson is Canadian.
Yeah, yeah.
Very good.
Oh, I'll be now.
Well, thanks for the bad news.
Thanks a lot, Palli.
And Wayne Gritzky, what we can put him on,
he's not only an ex-athlete,
but he's a celebrity,
and he's a needle-nose idiot,
as far as I just don't like him.
I hate Wayne Gritzky.
Yeah.
Especially after he's speared Dougie Gilmore,
and I came number six in a playoffs there in 93,
whatever it had here it was.
Nice going, Wayne.
And every time Wayne would get hit,
he could dole.
And it's so little hell of a need.
Hold his head and go crawl him off to the bench.
Or somebody pressed me, somebody had the,
can't stand Wayne Gritzky.
But nevertheless, put him both on there, okay?
Speaking of needle-noses.
Yeah.
When you were playing with your bush picture,
you know, the follow the nose.
I mean, your target website there.
The new picture we have there.
Did you look on the Blair option at the bottom of it?
Oh, I didn't, I saw it, sir.
I didn't have time.
I was just ending, which is why when I came back,
I scoot up, whatever we were doing.
The nada dimension there, you'll enjoy.
So in other words, you can take a look.
I'm looking at it right now.
You can click on the picture above,
and you've got the bush leader of the free world
with the long schnauz, the Pinocchio nose.
Following the money, now click on Blair.
Well, just a second.
I'm getting for this to go out of here.
You do understand that our site's a little bit slower,
and that's because it's got as many good things on here.
So, in fact, it's not doing anything right?
Oh, there it is.
Look at the size of that thing.
Holy cow, that proboscis.
Can I say that?
I'll check.
I'll check the lexicon.
Oh, I see.
And the cursor is the dollar sign.
Right.
Now click on the work.
Oh, look at that.
And there's 20 blinds.
Oh, that is the best.
Yeah, then you can switch it back.
He didn't go for no hard operation.
Went for a nose job.
You were listening to me, you need to meet your Rogers.
It's collusion wave.
Unfifix.
You need to meet him.
Bonus Papano.
Since he lives neither has one Natasha and I know you'll
have for no promotion squatter.
Instead, we listen to him.
And near Rogers' parent balance went for two hours.
So, he knows my nation's ended out.
Where is my busted old bow?
I was sort of a hit.
I go left off your edigrarmy and tell me no me.
But what the hell are all these other shows?
Many for taking me, me and bloos.
I like to kick him with my cowboy boots.
I'm not sure, but I don't think he ever warrants up so well.
What I have been to lie here is just a downright world still.
Or I have a world of bush putt and butt from the kids at Megaloy.
But that day no step I'm a genius.
I was the lion king.
Listen, how many his songs did many for taking?
Sing!
I'll say a song.
I'm more than out from looking at that.
I didn't realize that when you click on the Tony Blair with a big ear.
The bush head, in fact, if you watch it long enough, bushes head actually sits on the tip of Blair's nose.
It's a beautiful thing, man.
Everybody must hop on there immediately in the website too.
So Charles and Deerfield beats his under the heading of a side note.
A lot of people probably don't know that when he was at Yale, George Bush was a cheerleader.
And although some who show their main name, let's not look upon all male cheerleaders as girly men,
well, if it's good enough for Trent Lot.
Simply because they wear tight sweaters, jump up and down and shake pom-poms over their heads.
I personally have no problem with it.
And that's because if there's one area in which George Bush has been absolutely consistent throughout his entire life,
it's the fact that he's always preferred to stand on the sidelines, dealing with somebody else to get in there and kill him.
He did it at Yale. He did it again during Vietnam when he cheered the war on while at the same time doing everything he couldn't keep himself out of it.
And now he's doing it once again.
And this time he's got millions of his fellow idiots chanting right along with him.
There are, of course, a couple of minor differences between now and Bush's days at Yale.
For starters, at Yale, the guy in charge of the team made sure that every player was given all the equipment needed to protect him from harm.
And as well as took the time to plan strategy for winning before he sent anyone with a field of new battle,
then again, what's out as little as far as I can like me know.
Good back, Charles and dear people.
Be a nice job. You go, boy. Vote 30 or 40 times just to be sure.
I'm 30, man.
And we're all going to have to do a vote many, many, many times just to be on the safe side.
Because it's obviously stalled duggery that's become part and parcel of what's called voting in Florida is going to be really,
oh, they're going to have that thing geared up like crazy.
It's going to be an overdrive.
They're going to be working overtime, fat ass governor Bush and Glenda in the hood.
Probably can't inherit something and stuff over there for a little get her licks in too.
If he cares, my grip.
You drifted again?
Yeah, I'm drifting on it.
Oh, this is cute.
Senior CIA appoint you with draws over shoplifting.
Now, of course, it's an old charge but nevertheless.
This is somebody we can trust.
The man named by the new CIA director for the third highest position at the CIA said on Monday he would not take the job,
following reports that he was caught shoplifting more than two decades ago.
As a result of recent press articles and attendance speculation, I've decided that I cannot accept an appointment to see
I as the executive director Michael Kosto said in the statement, he will have a work at the agency as a senior adviser to the new director of Porter, Misha Goss,
the former Republican chairman of the House representative of the Audi Audi.
Oh, I was told to decide.
What?
How old was he when he was shoplifting?
10.
I would say.
3rd man.
Don't really say here.
Let's say his age.
An adult.
Let's put it there.
An adult.
Old nothing open.
Maybe he just did these things during his silly youthful days like in his 40s, like Bush, with all his snorten and whatever.
In fact, when you see that nose,
it's just a drop in the middle of it.
Man, man.
He can snort up the shopline in every football field in North America before he's done ridiculously.
You can get that thing.
Not that we would suggest that.
Looking ahead for John Edwards, where Dick Cheney, this is his last campaign,
but he's steady, he's solid.
He probably can articulate the Bush administration policy better than anybody, including the president.
So a lot of that state for both guys.
Yeah, Edwards is going to slice him up like a piece of halava.
You'll see.
We need a big saw.
WQA, and hello.
How about Tom Green, Neil?
Tom Green's a good one.
Thank you.
Oh, he's half the man he used to be with Tom Green.
What?
He's a nut.
Four Tom Green.
As a matter of fact, I'm inspired.
Now that's a very good choice.
That could be even more.
Those who just raspberries don't get panicking, you know.
Some of us remember Tom Green when he was actually funny.
Before MTV got a hold of him and did they him what they do to everything else they touched.
They ruined it.
They spoilt it.
I think it's Carson Davies fault.
In fact, I think if your dog drops a load on the carpet, that's Carson Davies fault.
If your kitten has diarrhea all over the, so far, that's your Carson Davies fault.
When you say, absolutely.
If we have another hurricane that comes heaven forbid.
There we go.
For bed.
That's the Carson Davies fault.
Absolutely.
This is really a hoot.
You want to have a good laugh.
Panthers hope fans will stick with him.
Oh my god.
This is hysterical.
It's in the heralds, so you know it's got to be a joke.
Neil can't possibly be true.
I guess who wrote it?
I give up.
One guess in the heralds, fourth section.
Come on.
Dave Hyde.
No.
And he's not even in the sun.
He's at the sun.
He's at the sun.
He'll dive.
Well, what do I know?
Harold.
Greg's mouthpiece.
Very Jackson.
There you go.
There's a little private bag.
I don't know what paper they're in.
Although the panties will offer a season ticket holders their money back plus 2% interest.
The mayor is just throwing the loss.
I'm not going to give up.
I'm not going to give up.
I'm not going to give up.
I'm not going to give up.
I'm not going to give up.
I'm not going to give up.
I'm not going to give up.
I'm not going to give up.
I'm not going to give up.
I'm not going to give up.
I'm not going to give up.
I'm not going to give up.
I'm not going to give up.
I'm not going to give up.
I'm not going to give up.
I'm not going to give up.
I'm not going to give up.
I'm not going to give up.
And two free tickets to a major concert event.
And four nights of sex with Britney Spears.
A hundred million dollars in cash in small bills.
A piece of the universe.
A trip to the Mars on the first shuttle.
A trip to the Mars on the first shuttle.
A trip to the Mars on the first shuttle.
A trip to the Mars on the first shuttle.
A trip to the Mars on the first shuttle.
A trip to the Mars on the first shuttle.
A trip to the Mars on the first shuttle.
A trip to the Mars on the first shuttle.
A trip to the Mars on the first shuttle.
A trip to the Mars on the first shuttle.
A trip to the Mars on the first shuttle.
A trip to the Mars on the first shuttle.
A trip to the Mars on the first shuttle.
A trip to the Mars on the first shuttle.
A trip to the Mars on the first shuttle.
A trip to the Mars on the first shuttle.
A trip to the Mars on the first shuttle.
A trip to the Mars on the first shuttle.
A trip to the Mars on the first shuttle.
A trip to the Mars on the first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
The first shuttle.
